ue_id,lon,lat,tick,space_type
0,-74.04330922320865,40.7443751779997,8,dense
1,-74.005410201922,40.73711797939651,8,dense
2,-74.05598158316283,40.75783732872645,8,dense
3,-74.04460096862009,40.7370874031008,8,dense
4,-74.04347773566825,40.76069254322757,8,dense
5,-74.05640664317957,40.762125178052734,8,dense
6,-73.95562890200307,40.74615206149841,8,dense
7,-74.0156993286493,40.75630099019835,8,dense
8,-74.0564034383699,40.755080162722976,8,dense
9,-74.03187963891614,40.76756257418673,8,dense
10,-74.02903980016652,40.74932736402504,8,dense
11,-73.9838430689489,40.76683758513283,8,dense
12,-74.04008964661763,40.742125290300976,8,dense
13,-74.04583162320799,40.75566296069858,8,dense
14,-74.02372826952421,40.73776247613493,8,dense
15,-73.96431465590837,40.74278452690785,8,dense
16,-73.99233780256027,40.7299163451392,8,dense
17,-74.05155383898038,40.73711159885853,8,dense
18,-74.01881232360155,40.7580186828349,8,dense
19,-73.95574766049593,40.76278955822551,8,dense
20,-74.00858787237969,40.72327869301387,8,dense
21,-74.01701152716564,40.7489922520803,8,dense
22,-74.04968558547166,40.75694040437257,8,dense
23,-74.012995197655,40.7269903563547,8,dense
24,-74.03152050566037,40.73489868575717,8,dense
25,-73.98624458986895,40.77553248835197,8,dense
26,-73.97024014848544,40.757542985343484,8,dense
27,-74.02876851059608,40.75477198910531,8,dense
28,-73.95192047634306,40.76464972282134,8,dense
29,-74.0458567137935,40.7312969415787,8,dense
30,-73.96830259241997,40.752930702461754,8,dense
31,-74.03550860404707,40.75240891469196,8,dense
32,-73.99247409624421,40.74190865402097,8,dense
33,-74.04760009431057,40.74925897727872,8,dense
34,-73.97910368377201,40.76026905455203,8,dense
35,-74.01882976696741,40.751843289895966,8,dense
36,-74.03303318401983,40.76163178590807,8,dense
37,-74.04871876372468,40.75038812590134,8,dense
38,-74.04906834807322,40.746002475519816,8,dense
39,-73.97425987491712,40.765901392876216,8,dense
40,-73.96286788081144,40.75295456875539,8,dense
41,-73.98804046358393,40.73667732045188,8,dense
42,-74.03757411802633,40.75101167252057,8,dense
43,-74.06032628325497,40.74983725962628,8,dense
44,-74.01798276976396,40.75667697604075,8,dense
45,-73.99926367991979,40.76163735743655,8,suburban
46,-74.02105423825228,40.75629751051494,8,suburban
47,-74.02404520803205,40.771385256579585,8,suburban
48,-74.01348693501461,40.741606818730745,8,suburban
49,-73.98976429899352,40.78229527715486,8,suburban
50,-74.0147631100471,40.77144190705157,8,suburban
51,-73.97448731950269,40.774501316527996,8,suburban
52,-73.98684136750192,40.7781829769818,8,suburban
53,-74.01716759665734,40.739109898469906,8,suburban
54,-74.00880336690011,40.74472537913385,8,suburban
55,-74.0078653659939,40.77196021931978,8,suburban
56,-74.03220469683566,40.77774652481336,8,suburban
57,-73.99293913634257,40.725615588624066,8,suburban
58,-73.97806786692533,40.76238193952463,8,suburban
59,-73.97959232232381,40.76296626909801,8,suburban
60,-74.01849794832253,40.742017888401726,8,suburban
61,-73.97403362351751,40.772558465518294,8,suburban
62,-74.02232522455651,40.74067819586946,8,suburban
63,-73.97571494523991,40.76652094397163,8,suburban
64,-73.9898821425182,40.78486560168844,8,suburban
65,-73.98169149012108,40.779464015203494,8,suburban
66,-74.02152770444579,40.76917339329787,8,suburban
67,-74.02748263352098,40.785435773823544,8,suburban
68,-73.99952883470647,40.76075513569258,8,suburban
69,-74.0243255762958,40.78716826705697,8,suburban
70,-74.01285115466112,40.761241812082666,8,suburban
71,-73.99321568292709,40.783581729359064,8,suburban
72,-73.98467502992001,40.75493150102967,8,suburban
73,-74.02267277042917,40.73022584516936,8,suburban
74,-74.01546167931436,40.778305402772006,8,suburban
75,-74.03197460460676,40.74915489559905,8,suburban
76,-74.03654829261104,40.76430258305566,8,suburban
77,-74.01872907455892,40.782967927598456,8,suburban
78,-74.02601426584498,40.72195255482989,8,rural
79,-74.04882718182716,40.75954303579169,8,rural
80,-73.99397316111495,40.76946748680323,8,rural
81,-74.03478715264295,40.73879126499109,8,rural
82,-74.05497390332111,40.7430027855405,8,rural
83,-73.9986439747064,40.72239326042538,8,rural
84,-74.03029644066544,40.725937542263836,8,rural
85,-74.00798642404554,40.778554015976674,8,rural
86,-74.02518080481515,40.73784395166269,8,rural
87,-74.01761702976542,40.77096116782328,8,rural
88,-74.04229637046302,40.72729334027055,8,rural
89,-74.0433393822621,40.761531228191124,8,rural
90,-74.00170135046841,40.750238696490946,8,rural
91,-73.99606253767926,40.78350855766913,8,rural
92,-74.01937303189813,40.74233693723652,8,rural
93,-74.02085778505622,40.74214565231881,8,rural
94,-74.04010033298891,40.76333111291136,8,rural
95,-74.0376640227728,40.727066110664936,8,rural
96,-74.00113317179208,40.74009775606746,8,rural
97,-73.99630213666326,40.75926368947059,8,rural
98,-74.0201292556894,40.73391534652044,8,rural
99,-73.98977734977761,40.72787284066572,8,rural
