ue_id,lon,lat,tick,space_type
0,-73.99437128896415,40.732136605846236,4,dense
1,-74.03317183485998,40.73200361622019,4,dense
2,-74.02525571935682,40.76042531500786,4,dense
3,-74.03127626117409,40.744789239406785,4,dense
4,-74.03919328416751,40.76055077831875,4,dense
5,-74.01180515645326,40.7529306697743,4,dense
6,-74.03344883548876,40.74234472014063,4,dense
7,-74.00372510831873,40.73723053065812,4,dense
8,-74.03170524683414,40.745957888318365,4,dense
9,-74.02606231242633,40.75094754126977,4,dense
10,-74.0404681165194,40.77286628809051,4,dense
11,-74.04442105428376,40.73945206661058,4,dense
12,-74.04724003276299,40.764738482906246,4,dense
13,-74.03481195326536,40.76848563601754,4,dense
14,-73.98968819638692,40.73505929707854,4,dense
15,-73.9981520327663,40.72845757998462,4,dense
16,-74.01184248995347,40.755778691831225,4,dense
17,-73.97241376703643,40.769278694165585,4,dense
18,-74.02646696817962,40.76364669300067,4,dense
19,-74.02592173452636,40.739549735950995,4,dense
20,-74.05180822546491,40.764778130003414,4,dense
21,-74.0621598391745,40.749158895744344,4,dense
22,-74.02068492426028,40.746609906865274,4,dense
23,-74.04991235612962,40.75122126074901,4,dense
24,-74.03947204641074,40.76847839209241,4,dense
25,-73.97527500690519,40.73725996267178,4,dense
26,-74.03160224587603,40.75815721893577,4,dense
27,-74.0565730580398,40.74568727396244,4,dense
28,-74.033432645486,40.76344566474249,4,dense
29,-74.05309608443409,40.74611525320622,4,dense
30,-74.03204468856003,40.73313617961713,4,dense
31,-74.01955292987236,40.74758451369343,4,dense
32,-74.03550841787089,40.745176601987765,4,dense
33,-74.0352097052141,40.754120776062386,4,dense
34,-74.02790470633657,40.77478999671763,4,suburban
35,-74.02197066683769,40.74992631234206,4,suburban
36,-74.01232530372722,40.73095414928237,4,suburban
37,-73.98910732423812,40.77728960533164,4,suburban
38,-73.96920915551294,40.730642974561505,4,suburban
39,-73.99648644361406,40.78007465243093,4,suburban
40,-74.00258154555681,40.78241426622176,4,suburban
41,-73.97426960401464,40.74336837696735,4,suburban
42,-74.03701919546792,40.78620956691425,4,suburban
43,-74.01982111964224,40.77592742334584,4,suburban
44,-74.00682749208299,40.766418877695074,4,suburban
45,-74.01533508427703,40.74984578629593,4,suburban
46,-73.96298932337174,40.73942987828284,4,suburban
47,-74.00938104530759,40.780791385481976,4,suburban
48,-73.98103481239689,40.748235390874044,4,suburban
49,-74.02038912756285,40.75800787776204,4,suburban
50,-73.97568976391827,40.76549226979546,4,suburban
51,-74.03206020101003,40.781868207932646,4,suburban
52,-74.01068903817836,40.722551497932216,4,suburban
53,-74.03790675339052,40.76670848756473,4,suburban
54,-73.94922276900782,40.74857880567365,4,suburban
55,-73.99025434547323,40.748434038404085,4,suburban
56,-73.97077879298722,40.73754406356177,4,suburban
57,-73.97948240983114,40.7256946875633,4,suburban
58,-73.98183038294081,40.765148393620755,4,suburban
59,-73.98196155895522,40.7754173338779,4,suburban
60,-74.03493199252264,40.780170933591634,4,suburban
61,-74.02804943240686,40.75124316499259,4,suburban
62,-74.03723997817957,40.77394427801792,4,suburban
63,-74.02008065265215,40.76353607773238,4,suburban
64,-73.98016711937653,40.72673829869292,4,suburban
65,-73.9952459787105,40.7734567992926,4,suburban
66,-74.00992134908797,40.722657370791225,4,suburban
67,-74.0146603806331,40.73864890816611,4,rural
68,-74.04097268855179,40.74027713538066,4,rural
69,-74.05747653747538,40.75537523200202,4,rural
70,-74.01641308863871,40.72184501724495,4,rural
71,-74.0099373779733,40.75010553183526,4,rural
72,-74.05641197549248,40.744461290475094,4,rural
73,-74.02776888674578,40.73287092697925,4,rural
74,-74.00575665830299,40.7720850789121,4,rural
75,-73.99611101844206,40.7318903847699,4,rural
76,-74.01182085333379,40.73177424373158,4,rural
77,-74.02674923642677,40.728420809933304,4,rural
78,-74.0433585602612,40.7664572195582,4,rural
79,-73.99221878451267,40.76913793737729,4,rural
80,-74.02582117482221,40.76900598448557,4,rural
81,-74.0342075134793,40.78693248549994,4,rural
82,-74.0362368371442,40.782436424597826,4,rural
83,-74.01639572840236,40.775490103515935,4,rural
84,-74.01846159309979,40.77108532120446,4,rural
85,-74.00963707933725,40.75003145522809,4,rural
86,-74.0533116208428,40.736001567637366,4,rural
87,-74.02372561854294,40.77026180754754,4,rural
88,-74.0442425960005,40.736142111282255,4,rural
89,-74.01872546572622,40.73056764593191,4,rural
90,-74.03564935925534,40.733647877337255,4,rural
91,-73.99069138205735,40.73698591649381,4,rural
92,-73.99768024556121,40.725432673120714,4,rural
93,-74.01455180581705,40.77260968790938,4,rural
94,-74.03955820171899,40.760407326624936,4,rural
95,-74.0156501292659,40.72359609925345,4,rural
96,-74.0240973612422,40.740215211332234,4,rural
97,-74.05926071440555,40.7587710637897,4,rural
98,-74.03853994623728,40.776991867233995,4,rural
99,-74.04048354476076,40.75155414041215,4,rural
