ue_id,lon,lat,tick,space_type
0,-73.96330964281954,40.7394694568514,16,dense
1,-74.05445870278572,40.73927372890019,16,dense
2,-74.02492041994986,40.72340336604803,16,dense
3,-74.02503831355035,40.74193493003651,16,dense
4,-74.0252127607376,40.75681918975873,16,dense
5,-74.02948751290056,40.749931492231084,16,dense
6,-74.01878483583995,40.75896667070579,16,dense
7,-74.03397866663224,40.748890906986674,16,dense
8,-74.02062720467458,40.74606894347365,16,dense
9,-74.0421119691602,40.73186721856805,16,dense
10,-74.0232111279745,40.75726524768114,16,dense
11,-74.02368031932085,40.75562826938673,16,dense
12,-73.9902700350907,40.723460066962986,16,dense
13,-74.00869422355026,40.73079113015119,16,dense
14,-74.02891194598205,40.735622463482166,16,dense
15,-74.03581039783724,40.76873589084726,16,dense
16,-73.98799366785474,40.77040137355019,16,dense
17,-74.04538588888138,40.74271945210659,16,dense
18,-74.05205846373717,40.741338569140446,16,dense
19,-74.05206579282203,40.76112142559286,16,dense
20,-73.99521321032846,40.74257226131228,16,dense
21,-74.03531123143851,40.72420408777202,16,dense
22,-74.03476485005352,40.742836669161335,16,dense
23,-74.01607312796676,40.752898599720105,16,dense
24,-74.05037179602179,40.73890607126357,16,dense
25,-74.02648918470871,40.75292062486599,16,dense
26,-74.01695647697312,40.73733526569867,16,dense
27,-74.05672363871024,40.740139196917326,16,dense
28,-74.04989884158702,40.73786007548497,16,dense
29,-74.0355674292304,40.75430164860909,16,dense
30,-74.00535960297165,40.737480957501006,16,dense
31,-73.99134190448096,40.754799238290204,16,dense
32,-73.99675431936569,40.75349975431414,16,dense
33,-74.05149505189324,40.73524675533193,16,dense
34,-74.05896280910335,40.755479207634146,16,dense
35,-74.06093560128694,40.75349690931602,16,dense
36,-74.04121162258473,40.73696936843147,16,dense
37,-74.00174094293155,40.752641559493966,16,dense
38,-74.05608316038135,40.76383258942597,16,dense
39,-74.03736292313815,40.72836582852042,16,dense
40,-73.99331415339827,40.73719796567242,16,dense
41,-74.06260241944665,40.758527696618515,16,dense
42,-74.01996751358179,40.75921756195873,16,dense
43,-73.97171847079522,40.72800044340386,16,dense
44,-74.05339065433793,40.74748644624915,16,dense
45,-74.05047245341648,40.75032230732473,16,dense
46,-73.9825529647745,40.74634962424968,16,dense
47,-74.05090377358383,40.75840328135137,16,dense
48,-74.05892180869078,40.74239520813401,16,dense
49,-74.03334431163249,40.74254165147295,16,dense
50,-74.01578518950456,40.75520758400272,16,suburban
51,-73.98311121946443,40.76936246860495,16,suburban
52,-73.98938761292699,40.73440446606764,16,suburban
53,-74.01515802023295,40.77875569890455,16,suburban
54,-73.99411564342051,40.7278269121813,16,suburban
55,-74.031413328342,40.74969369971416,16,suburban
56,-73.97792585959199,40.728569824900745,16,suburban
57,-73.99323237795896,40.768009950710386,16,suburban
58,-74.03560586027164,40.77426076803853,16,suburban
59,-73.9976627216579,40.74634074730726,16,suburban
60,-74.01786625886967,40.764635127970806,16,suburban
61,-73.99206262357775,40.778915295439496,16,suburban
62,-74.02065761843515,40.756506896057886,16,suburban
63,-74.01928473922075,40.75413040348369,16,suburban
64,-73.95460160311677,40.73939413455235,16,suburban
65,-73.99162370635055,40.75898199283943,16,suburban
66,-74.03274240581828,40.766826545218066,16,suburban
67,-74.01190668991705,40.78028118689551,16,suburban
68,-74.002485021274,40.76878043271236,16,suburban
69,-74.00698903714505,40.736099899623156,16,suburban
70,-73.98029792764127,40.728811211008825,16,suburban
71,-74.00313081753757,40.777437907980634,16,suburban
72,-73.9906643359144,40.75268456167868,16,suburban
73,-74.0171776850185,40.7871859658688,16,suburban
74,-74.00666943181342,40.7242183555187,16,suburban
75,-73.95568756492119,40.752706082780776,16,suburban
76,-73.96884430508688,40.74556150008372,16,suburban
77,-73.95484521603788,40.756020194804044,16,suburban
78,-74.02455174815863,40.748109363893306,16,suburban
79,-73.96900763339191,40.735807533527655,16,suburban
80,-73.95133914442619,40.75903115625785,16,suburban
81,-74.05748010816627,40.7431351272263,16,rural
82,-74.00770658145397,40.766706246659915,16,rural
83,-74.02142396406896,40.74187995400696,16,rural
84,-74.02252267459713,40.77348966579007,16,rural
85,-74.01853830346182,40.73294194112765,16,rural
86,-74.01575880481096,40.7478719068779,16,rural
87,-74.01500962482422,40.736268307002845,16,rural
88,-74.06304372884914,40.75686732741949,16,rural
89,-74.02929999012848,40.78632422652254,16,rural
90,-73.99318299176296,40.73110620036445,16,rural
91,-74.04858046401931,40.75106141539061,16,rural
92,-74.0132044913691,40.76807450528072,16,rural
93,-74.04817229689607,40.76623009893486,16,rural
94,-74.00040611567337,40.73645293358306,16,rural
95,-74.0042442490729,40.75104290445317,16,rural
96,-74.01529807266505,40.77771574652874,16,rural
97,-73.99253355981237,40.726006404451816,16,rural
98,-74.04222685241017,40.760023509059145,16,rural
99,-74.01213633703155,40.72950277885936,16,rural
