ue_id,lon,lat,tick,space_type
0,-74.05460581737547,40.7468548000697,12,dense
1,-74.05723384996458,40.75016022805831,12,dense
2,-74.01588596691089,40.74170755246105,12,dense
3,-73.94879073813799,40.755947324643316,12,dense
4,-74.03075436465912,40.73703714350848,12,dense
5,-74.02580998765485,40.728014935224145,12,dense
6,-73.97160278397196,40.760991144472925,12,dense
7,-74.02551699127537,40.74204653094137,12,dense
8,-74.03421120656088,40.767392750220985,12,dense
9,-74.02923767639146,40.73785023751277,12,dense
10,-74.00031587466009,40.74327935946295,12,dense
11,-74.02541395549876,40.74166521029896,12,dense
12,-74.03741206758544,40.76892543730009,12,dense
13,-74.03510339534508,40.755191213041186,12,dense
14,-74.00241488669954,40.744933474012484,12,dense
15,-74.03579491852197,40.7387935249927,12,dense
16,-74.0406180163071,40.771743724399194,12,dense
17,-74.03084620595392,40.7423985154114,12,dense
18,-73.99647998688036,40.7414598401211,12,dense
19,-74.01434323890071,40.757431845842845,12,dense
20,-73.98402820410477,40.74960673644643,12,dense
21,-74.03255097531469,40.753526760838575,12,dense
22,-74.01908169448551,40.759494046557826,12,dense
23,-74.02896316223791,40.75475882258704,12,dense
24,-74.00092258743155,40.74961502333217,12,dense
25,-74.0280995675495,40.75413281273024,12,dense
26,-73.99524398358226,40.74600677323383,12,dense
27,-74.02193422061212,40.722974851114884,12,dense
28,-74.00606687823395,40.73769275472213,12,dense
29,-74.04288820480464,40.759521825833126,12,dense
30,-74.03884319281654,40.76315860541909,12,dense
31,-73.99120020062499,40.7435243776618,12,dense
32,-74.03774453728931,40.727512993332056,12,dense
33,-74.00147355958333,40.73961495309409,12,dense
34,-73.99793037104334,40.74035234882757,12,dense
35,-74.02698995938265,40.73377899939461,12,dense
36,-74.00320628611686,40.75009301958369,12,dense
37,-74.04372790443736,40.76365171125987,12,dense
38,-74.04412824689821,40.748008929397294,12,dense
39,-73.97562961995983,40.7569045993109,12,dense
40,-74.03542663307735,40.757976234806364,12,dense
41,-74.06182626649642,40.74818020380265,12,dense
42,-73.9666797183452,40.74752666924042,12,dense
43,-74.01856169824829,40.75158621447259,12,dense
44,-74.01889915250781,40.75781578108974,12,dense
45,-74.02441525197398,40.751212244467744,12,dense
46,-73.99405906932536,40.775896038526724,12,suburban
47,-74.01726265902316,40.767054804691846,12,suburban
48,-73.96313414327646,40.73528778373048,12,suburban
49,-73.98542433128266,40.760774335223395,12,suburban
50,-74.03191246810817,40.77146598208033,12,suburban
51,-74.01224522299864,40.726017844334066,12,suburban
52,-73.97060498294432,40.748106409780924,12,suburban
53,-73.9628633828538,40.7330195901878,12,suburban
54,-74.01911664636295,40.75403032452182,12,suburban
55,-74.03357887206069,40.75507732554052,12,suburban
56,-74.03187639282507,40.76667455312326,12,suburban
57,-73.98923918209199,40.785570299088,12,suburban
58,-73.98242901920456,40.72390281044796,12,suburban
59,-73.96467498781871,40.7428073169208,12,suburban
60,-74.02425052619874,40.741786172899104,12,suburban
61,-74.005170127763,40.75605857685526,12,suburban
62,-74.03786041660705,40.77351728258858,12,suburban
63,-73.97634270461779,40.73193872834084,12,suburban
64,-74.03465664244145,40.75772157890101,12,suburban
65,-74.02885874650197,40.73816587611123,12,suburban
66,-73.97936173725138,40.75621048387282,12,suburban
67,-73.97442827674261,40.77394727123236,12,suburban
68,-73.98543091209092,40.78351592914745,12,suburban
69,-74.000788978327,40.77057232754998,12,suburban
70,-74.00173778943284,40.772847760084595,12,suburban
71,-73.96408664035094,40.73825271693115,12,suburban
72,-73.97031278694983,40.75831007893526,12,suburban
73,-74.00627054815386,40.76171166849924,12,suburban
74,-74.00450609897962,40.761520443550715,12,suburban
75,-74.03327055580935,40.77330977210144,12,suburban
76,-73.95187371794657,40.75388144303537,12,suburban
77,-73.99941591255846,40.76230657267414,12,suburban
78,-74.0056843343546,40.75182616230735,12,suburban
79,-74.03575671112084,40.75903744436241,12,suburban
80,-73.98179787057182,40.766993208664424,12,suburban
81,-73.96994833460188,40.76344544930229,12,suburban
82,-74.01478025239122,40.743248659242475,12,rural
83,-74.04251629163801,40.73093444735566,12,rural
84,-74.0605374676313,40.76074794776408,12,rural
85,-74.00781519478203,40.76730976306141,12,rural
86,-74.00897995349413,40.77249514433089,12,rural
87,-74.01175643042292,40.75031195266396,12,rural
88,-74.0031821273572,40.75317461521409,12,rural
89,-73.99591019782423,40.74464888738561,12,rural
90,-74.02148763305989,40.738866933227875,12,rural
91,-74.06019011707048,40.757770595549374,12,rural
92,-74.00041638870603,40.77797846083094,12,rural
93,-74.05096857877983,40.762102572882895,12,rural
94,-74.01184096058886,40.7449290599069,12,rural
95,-74.05006602745033,40.75147449694845,12,rural
96,-74.01695998460116,40.77958796604041,12,rural
97,-73.99086740718522,40.73342277826107,12,rural
98,-74.02768389122492,40.73141456318781,12,rural
99,-74.0097699013436,40.73072646694202,12,rural
